	ckiptagger	pkuseg	fastHan	PyNLPIR	stanza	spacy	ltp	jiagu	lac	snownlp	target	char	sent
364	FW	r	PN	rr	PRON	PRON	r	r	r	r	PN	们	9
365	VH	n	VA	a	VERB	VERB	a	a	a	a	VA	快	9
366	VH	n	VA	a	VERB	VERB	a	a	a	a	VA	活	9
367	PARENTHESISCATEGORY	w	PU	wky	PUNCT	PUNCT	wp	w	w	u	PU	）	9
368	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	u	PU	，	9
369	Nb	a	JJ	a	PART	ADJ	a	a	a	a	JJ	小	9
370	Nb	n	NN	n	NOUN	NOUN	a	n	n	n	NN	公	9
371	Nb	n	NN	n	NOUN	NOUN	a	n	n	n	NN	务	9
372	Nb	n	NN	n	PART	NOUN	a	n	n	n	NN	员	9
373	Nb	v	VV	v	VERB	VERB	v	v	vd	v	VV	继	9
374	Nb	v	VV	v	VERB	VERB	v	v	vd	v	VV	续	9
375	Nb	v	VV	v	VERB	VERB	v	v	v	v	VV	说	9
376	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	f	PU	，	9
377	VA	w	PU	wyz	PUNCT	PUNCT	wp	w	w	f	PU	“	9
378	VA	c	CS	c	ADP	SCONJ	c	c	c	c	CS	虽	9
379	D	c	CS	c	ADP	SCONJ	c	c	c	c	CS	然	9
380	D	f	VV	f	NOUN	VERB	nd	nd	f	f	VV	前	9
381	P	p	VV	p	ADV	PART	nd	p	p	p	VV	以	9
382	VA	v	VV	v	VERB	VERB	nd	v	vn	v	VV	打	9
383	VA	v	VV	v	VERB	VERB	nd	v	vn	y	VV	赌	9
384	SEMICOLONCATEGORY	w	PU	wf	PUNCT	PUNCT	wp	w	w	w	PU	；	9
385	FW	r	DT	rz	DET	DET	r	r	r	r	DT	这	9
386	FW	r	DT	rz	NOUN	DET	r	r	r	r	DT	个	9
387	VC	n	NN	n	VERB	NOUN	n	n	n	n	NN	包	9
388	VC	n	NN	n	VERB	NOUN	n	n	n	n	NN	裹	9
389	Na	f	LC	f	ADP	PART	nd	nd	f	f	LC	里	9
390	Na	d	AD	d	VERB	VERB	d	v	v	d	VE	没	9
391	V_2	d	AD	d	VERB	VERB	d	v	v	d	VE	有	9
392	Na	v	VV	v	VERB	VERB	v	v	v	v	VV	包	9
393	Na	u	AS	uzhe	VERB	PART	v	u	u	u	AS	着	9
394	VC	nr	NR	nrf	PROPN	VERB	v	nh	PER	nr	NR	拿	9
395	VC	nr	NR	nrf	PROPN	VERB	v	nh	PER	nr	NR	破	9
396	Na	nr	NR	nrf	PROPN	NOUN	v	nh	PER	nr	NR	仑	9
397	Na	n	NN	n	NOUN	NOUN	v	n	n	n	NN	金	9
398	Na	n	NN	n	NOUN	NOUN	v	n	n	n	NN	币	9
399	Caa	c	CC	cc	CCONJ	CCONJ	c	c	c	c	CC	和	9
400	VC	v	VV	v	VERB	NOUN	v	v	v	p	VV	用	9
401	SEMICOLONCATEGORY	w	PU	wf	PUNCT	PUNCT	wp	w	w	w	PU	；	9
402	Nb	a	JJ	d	ADJ	NOUN	n	d	a	nz	NR	特	9
403	Nb	a	JJ	a	ADJ	NOUN	n	a	a	nz	NR	烈	9
404	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	金	9
405	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	币	9
406	PAUSECATEGORY	w	PU	wn	PUNCT	PUNCT	wp	w	w	w	PU	、	9
407	D	c	AD	d	CCONJ	ADV	c	d	d	c	AD	甚	9
408	D	c	AD	d	CCONJ	ADV	c	d	d	c	AD	至	9
409	Nc	ns	NR	nsf	PROPN	NOUN	ns	ns	LOC	ns	NR	荷	9
410	Nc	ns	NR	nsf	PROPN	NOUN	ns	ns	LOC	ns	NR	兰	9
411	Nc	ns	NR	n	PART	NOUN	ns	n	LOC	n	NR	市	9
412	DE	u	DEG	ude1	PART	PART	u	u	u	u	DEG	的	9
413	Neqa	m	CD	m	NUM	NUM	m	m	n	m	CD	一	9
414	Neqa	q	NN	m	NOUN	NOUN	m	m	n	q	NN	包	9
415	Neqa	q	NN	m	VERB	NOUN	m	m	n	v	NN	包	9
416	Na	n	NN	n	VERB	NOUN	m	n	n	n	NN	外	9
417	Na	n	NN	n	PART	NOUN	m	n	n	n	NN	国	9
418	DE	u	DEG	ude1	PART	PART	u	u	u	u	DEG	的	9
419	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	金	9
420	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	币	9
421	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	9
422	Cbb	c	CS	d	ADP	SCONJ	c	vu	c	d	CS	只	9
423	Cbb	c	CS	v	ADP	SCONJ	c	vu	c	v	CS	要	9
424	Na	p	P	p	ADP	ADP	p	p	p	p	P	根	9
425	VH	p	P	p	ADP	ADP	p	p	p	p	P	据	9
426	VH	j	VV	vi	PROPN	VERB	v	v	v	j	VV	蒙	9
427	P	p	P	p	VERB	ADP	v	p	v	p	P	在	9
428	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	您	9
429	Nep	c	DT	rzv	DET	DET	r	r	r	r	DT	那	9
430	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	外	9
431	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	国	9
432	Na	n	NN	n	VERB	NOUN	n	nl	n	n	NN	鞋	9
433	Ncd	v	LC	f	VERB	PART	n	nl	f	f	LC	上	9
434	DE	u	DEG	ude1	PART	PART	u	u	u	u	DEG	的	9
435	Na	n	NN	v	NOUN	NOUN	v	v	vn	an	NN	攀	9
436	Na	n	NN	v	NOUN	NOUN	v	v	vn	an	NN	罩	9
437	D	d	AD	d	ADV	ADV	d	d	d	d	AD	也	9
438	D	v	VV	v	AUX	VERB	v	vu	v	v	VV	可	9
439	D	v	VV	v	AUX	VERB	v	vu	v	v	VV	以	9
440	VH	v	VV	v	VERB	VERB	v	v	v	v	VV	断	9
441	VH	v	VV	v	VERB	VERB	v	v	v	v	VV	定	9
442	FW	r	DT	rzv	DET	DET	r	r	r	r	DT	这	9
443	Neu	m	CD	mq	NUM	ADV	m	mq	r	m	CD	一	9
444	Na	m	M	mq	NOUN	ADV	m	mq	r	q	M	点	9
445	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	9
446	Cbb	c	AD	c	ADV	ADV	c	c	c	c	AD	但	9
447	Cbb	c	AD	c	ADV	ADV	c	c	c	c	AD	是	9
448	ETCCATEGORY	w	PU	ws	ADV	PUNCT	wp	w	w	w	PU	…	9
449	ETCCATEGORY	w	PU	ws	VERB	PUNCT	wp	w	w	w	PU	…	9
450	Cbb	c	CS	c	VERB	SCONJ	c	c	c	c	CS	假	9
451	Cbb	c	CS	c	VERB	SCONJ	c	c	c	c	CS	如	9
452	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	您	9
453	DE	u	DEG	ude1	PART	PART	u	u	u	u	DEG	的	9
454	Na	n	NN	n	VERB	NOUN	n	n	n	n	NN	包	9
455	Na	n	NN	n	VERB	NOUN	n	n	n	n	NN	裹	9
456	Ng	f	LC	f	ADP	PART	nd	nd	f	f	LC	之	9
457	Ng	f	LC	f	ADP	PART	nd	nd	f	f	LC	外	9
458	D	d	AD	d	ADV	ADV	d	d	d	d	AD	再	9
459	VC	v	VV	v	VERB	VERB	v	v	v	v	VV	添	9
460	VC	v	VV	f	VERB	PART	v	v	v	f	VV	上	9
461	P	p	P	v	PROPN	ADP	p	v	v	v	P	像	9
462	FW	nr	NR	nr	PROPN	PROPN	nh	n	PER	nr	NR	叶	9
463	Nb	nr	NR	nr	PROPN	PROPN	nh	nhf	PER	nr	NR	潘	9
464	Nb	nr	NR	nr	PROPN	PROPN	nh	nh	PER	nr	NR	钦	9
465	Nb	n	NN	n	NOUN	NOUN	nh	n	n	n	NN	将	9
466	Nb	n	NN	n	NOUN	NOUN	nh	n	n	n	NN	军	9
467	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	夫	9
468	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	人	9
469	FW	r	JJ	rz	ADV	ADV	r	r	r	r	JJ	这	9
470	FW	r	JJ	rz	ADV	ADV	r	r	r	r	JJ	么	9
471	Neu	m	CD	m	NUM	NUM	m	m	m	m	CD	一	9
472	Nf	q	M	q	NOUN	NUM	q	q	m	q	M	位	9
473	D	v	JJ	v	ADV	ADJ	v	a	v	v	JJ	所	9
474	FW	v	JJ	v	VERB	ADJ	v	a	v	v	JJ	谓	9
475	DE	u	DEG	ude1	PART	PART	u	u	u	h	DEG	的	9
476	Na	b	JJ	b	NOUN	ADJ	b	f	a	h	JJ	女	9
477	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	亲	9
478	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	戚	9
479	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	9
480	Nep	c	AD	c	ADV	ADV	c	r	c	c	AD	那	9
481	Na	c	AD	c	ADV	ADV	c	r	c	c	AD	么	9
482	Na	r	DT	rz	DET	DET	r	r	r	r	DT	这	9
483	Na	r	DT	rz	NOUN	DET	r	r	r	r	DT	个	9
484	Na	n	NN	n	VERB	NOUN	n	n	n	n	NN	包	9
485	Na	n	NN	n	VERB	NOUN	n	n	n	n	NN	裹	9
486	D	d	AD	d	ADV	ADV	d	d	d	d	AD	也	9
487	D	d	AD	d	ADV	ADV	d	d	v	d	AD	就	9
488	FW	v	VV	v	AUX	VERB	v	vu	v	v	VV	会	9
489	V_2	v	VE	vyou	VERB	VERB	v	v	v	v	VE	有	9
490	Nes	r	DT	rz	DET	DET	r	r	r	r	DT	另	9
491	Neu	m	CD	m	NUM	NUM	m	m	r	m	CD	一	9
492	Na	q	M	q	NOUN	NUM	q	m	r	q	M	种	9
493	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	意	9
494	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	义	9
495	T	y	SP	y	PART	PART	u	u	xc	y	SP	了	9
496	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	9
497	VH	d	AD	d	ADV	ADV	d	d	d	d	AD	当	9
498	VH	d	AD	d	ADV	ADV	d	d	d	d	AD	然	9
499	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	9
500	D	c	AD	c	VERB	ADV	c	d	c	c	AD	只	9
501	D	c	AD	c	VERB	ADV	c	d	c	c	AD	有	9
502	P	p	P	p	ADP	ADP	p	p	p	p	P	在	9
503	FW	nr	NR	nr	PROPN	PROPN	nh	n	PER	nr	NR	叶	9
504	Nb	nr	NR	nr	PROPN	PROPN	nh	nhf	PER	nr	NR	潘	9
505	Nb	nr	NR	nr	PROPN	PROPN	nh	nh	PER	nr	NR	钦	9
506	Nb	n	NN	n	NOUN	NOUN	n	n	n	n	NN	将	9
507	Nb	n	NN	n	NOUN	NOUN	n	n	n	n	NN	军	9
508	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	夫	9
509	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	人	9
510	D	nr	NR	nr	PROPN	PROPN	n	d	PER	ad	NR	真	9
511	Ncd	nr	NR	nr	PROPN	PROPN	n	nd	PER	ad	NR	南	9
512	SHI	v	VC	vshi	AUX	VERB	v	vl	v	v	VC	是	9
513	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	您	9
514	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	亲	9
515	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	戚	9
516	DE	u	DEC	ude1	PART	PART	u	u	u	u	DEC	的	9
517	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	情	9
518	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	况	9
519	Ng	f	LC	f	ADP	PART	nd	nd	f	f	LC	下	9
520	Da	d	AD	d	AUX	ADV	c	vl	v	d	AD	才	9
521	SHI	v	VC	vshi	AUX	VERB	c	vl	v	v	VC	是	9
522	Na	r	VA	rzv	PRON	VERB	r	r	r	r	VA	这	9
523	Na	r	VA	rzv	PRON	VERB	r	r	r	r	VA	样	9
524	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	9
525	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	您	9
526	D	d	AD	d	AUX	ADV	d	vu	v	d	AD	不	9
527	VH	v	VV	v	AUX	VERB	d	vu	v	v	VV	会	9
528	P	c	P	c	ADP	ADP	p	c	p	p	P	因	9
529	FW	c	P	c	ADP	ADP	p	c	p	p	P	为	9
530	VH	v	VV	vl	ADJ	VERB	z	i	a	i	AD	漫	9
531	VH	v	VV	vl	ADJ	VERB	z	i	a	i	AD	不	9
532	VH	v	VV	vl	NOUN	VERB	z	i	a	i	AD	经	9
533	VH	v	VV	vl	NOUN	VERB	z	i	a	i	AD	心	9
534	Cbb	c	MSP	cc	ADV	PART	z	c	c	c	MSP	而	9
535	VA	v	VV	v	VERB	VERB	z	v	v	v	VV	搞	9
536	VA	v	VV	v	VERB	VERB	z	v	v	v	VV	错	9
537	T	y	SP	y	PART	PART	z	u	xc	y	SP	吧	9
538	ETCCATEGORY	w	PU	ws	PUNCT	PUNCT	wp	w	w	w	PU	…	9
539	ETCCATEGORY	w	PU	ws	PUNCT	PUNCT	wp	w	w	w	PU	…	9
540	FW	r	PN	rzv	PRON	VERB	r	r	r	r	PN	这	9
541	SHI	r	VC	vshi	AUX	VERB	v	vl	v	v	VC	是	9
542	Na	n	NN	n	NOUN	NOUN	v	n	n	n	NN	人	9
543	Dfa	d	AD	d	ADV	ADV	d	d	d	d	AD	非	9
544	Dfa	d	AD	d	ADV	ADV	d	d	d	d	AD	常	9
545	VH	a	AD	ad	ADV	ADV	a	a	ad	ad	AD	容	9
546	VH	a	AD	ad	ADV	ADV	a	a	ad	ad	AD	易	9
547	VC	v	VV	v	VERB	VERB	v	v	v	v	VV	犯	9
548	DE	u	DEC	ude1	PART	PART	u	u	u	u	DEC	的	9
549	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	毛	9
550	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	病	9
551	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	9
552	VK	c	AD	c	ADP	ADV	d	c	d	c	AD	哪	9
553	VK	c	AD	c	ADP	ADV	d	c	d	c	AD	怕	9
554	SHI	v	VC	vshi	VERB	VERB	d	c	v	v	VC	是	9
555	ETCCATEGORY	w	PU	ws	ADP	PUNCT	wp	w	w	w	PU	…	9
556	ETCCATEGORY	w	PU	ws	ADP	PUNCT	wp	w	w	w	PU	…	9
557	P	c	P	c	ADP	ADP	c	c	c	c	P	由	9
558	Nb	c	P	c	ADP	ADP	c	c	c	c	P	于	9
559	Nb	ad	AD	ad	ADJ	ADV	a	a	ad	ad	AD	过	9
560	VC	ad	AD	ad	ADJ	ADV	a	a	ad	ad	AD	分	9
561	VH	a	VA	v	ADJ	VERB	a	a	a	a	VA	丰	9
562	VH	a	VA	v	ADJ	VERB	a	a	a	a	VA	富	9
563	DE	u	DEC	ude1	PART	PART	u	u	u	u	DEC	的	9
564	Na	vn	NN	vn	NOUN	NOUN	v	v	vn	vn	NN	想	9
565	Na	vn	NN	vn	NOUN	NOUN	v	v	vn	vn	NN	象	9
566	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	9
567	VE	w	PU	wyy	PUNCT	PUNCT	wp	w	w	w	PU	”	9
568	Nb	nr	NR	nrf	PROPN	PROPN	nh	nh	PER	e	NR	亚	10
569	Nb	nr	NR	nrf	PROPN	PROPN	nh	nh	PER	e	NR	历	10
570	Nb	nr	NR	nrf	PROPN	PROPN	nh	nh	PER	e	NR	山	10
571	Nb	nr	NR	nrf	PROPN	PROPN	nh	nh	PER	e	NR	德	10
572	Nb	nr	NR	nrf	PROPN	PROPN	nh	nh	PER	e	NR	拉	10
573	Caa	p	CC	cc	CCONJ	CCONJ	c	c	c	c	CC	和	10
574	Nb	nr	NR	nsf	PROPN	PROPN	nh	nh	PER	j	NR	阿	10
575	Nb	nr	NR	nsf	PROPN	PROPN	nh	nh	PER	j	NR	格	10
576	Nb	nr	NR	nsf	PROPN	PROPN	nh	nh	PER	j	NR	拉	10
577	Nb	nr	NR	n	PROPN	PROPN	nh	v	PER	j	NR	娅	10
578	D	d	AD	d	NOUN	ADV	nl	d	d	s	AD	一	10
579	D	d	AD	d	NOUN	ADV	nl	d	d	s	AD	起	10
580	VA	v	VV	v	VERB	VERB	v	v	v	v	VV	坐	10
581	P	p	P	p	VERB	ADP	p	p	p	p	P	在	10
582	Neu	m	CD	m	NUM	NUM	m	m	m	m	CD	一	10
583	FW	q	M	q	NOUN	NUM	q	q	m	q	M	张	10
584	VH	a	JJ	a	PART	ADJ	a	a	a	a	JJ	小	10
585	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	沙	10
586	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	发	10
587	Ncd	v	LC	f	NOUN	PART	nd	nd	f	f	LC	上	10
588	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	10
589	Na	n	CD	n	NUM	ADV	n	n	n	n	CD	双	10
590	Na	n	NN	n	NOUN	ADV	n	n	n	n	NN	手	10
591	VH	v	VV	d	VERB	VERB	v	v	v	v	VV	交	10
592	VH	v	VV	d	VERB	VERB	v	v	v	v	VV	叉	10
593	P	p	P	p	VERB	ADP	p	p	p	p	P	在	10
594	Na	s	NN	s	NOUN	NOUN	nl	nl	s	s	NN	胸	10
595	Ncd	s	LC	s	NOUN	NOUN	nl	nl	s	s	LC	前	10
596	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	10
597	VE	v	VV	v	VERB	VERB	v	v	v	v	VV	准	10
598	VE	v	VV	v	VERB	VERB	v	v	v	v	VV	备	10
599	VH	a	VA	a	ADJ	ADV	a	a	a	a	VA	好	10
600	VH	a	VV	a	ADJ	ADV	a	a	a	v	VV	听	10
601	VA	v	NN	vi	VERB	VERB	v	v	vn	v	NN	聊	10
602	VA	v	NN	vi	VERB	VERB	v	v	vn	v	NN	天	10
603	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	10
604	Na	n	NN	n	NOUN	NOUN	n	n	n	Ng	NN	公	11
605	Na	n	NN	n	NOUN	NOUN	n	n	n	Tg	NN	爵	11
606	FW	v	VV	v	VERB	VERB	v	v	v	v	VV	发	11
607	FW	v	VV	v	VERB	VERB	v	v	v	v	VV	现	11
608	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	11
609	Nh	r	PN	rr	PRON	PRON	r	n	r	r	PN	大	11
610	Nh	r	PN	rr	PRON	PRON	r	n	r	r	PN	家	11
611	D	d	AD	d	ADV	ADV	d	d	d	d	AD	都	11
612	FW	p	P	p	ADP	ADP	p	p	p	p	P	对	11
613	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	他	11
614	VC	v	VV	v	VERB	VERB	v	v	v	v	VV	集	11
615	VC	v	VV	v	VERB	VERB	v	v	v	v	VV	中	11
616	Di	u	AS	ule	PART	PART	u	u	u	u	AS	了	11
617	Na	a	JJ	a	ADJ	ADJ	a	a	a	a	JJ	特	11
618	Na	a	JJ	a	ADJ	ADJ	a	a	a	a	JJ	别	11
619	DE	u	DEG	ude1	PART	PART	u	u	u	u	DEG	的	11
620	Na	n	NN	n	VERB	NOUN	n	n	n	n	NN	注	11
621	Na	n	NN	n	VERB	NOUN	n	n	n	n	NN	意	11
622	Na	n	NN	n	PART	NOUN	n	n	n	n	NN	力	11
623	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	11
624	FW	nr	NR	nrf	PROPN	PROPN	nh	v	PER	ns	NR	费	12
625	FW	nr	NR	nrf	PROPN	PROPN	nh	r	PER	ns	NR	尔	12
626	FW	nr	NR	nrf	PROPN	PROPN	nh	n	PER	ns	NR	迪	12
627	Na	nr	NN	nz	NOUN	PROPN	nh	d	PER	nz	NR	先	12
628	Na	nr	NN	nz	NOUN	PROPN	nh	d	PER	nz	NR	科	12
629	P	p	BA	pba	ADP	X	p	p	p	p	BA	把	12
630	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	钞	12
631	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	票	12
632	VA	v	VV	v	VERB	VERB	v	v	v	v	VV	打	12
633	VA	v	VV	v	VERB	VERB	v	v	v	v	VV	开	12
634	VA	u	VV	vf	ADV	VERB	v	v	v	v	VV	来	12
635	VC	u	VV	v	VERB	VERB	v	v	v	v	VV	看	12
636	Di	u	AS	ule	PART	PART	u	u	v	u	AS	了	12
637	VC	v	VV	v	VERB	VERB	u	v	v	v	VV	看	12
638	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	12
639	Nb	c	AD	c	ADV	ADV	c	c	c	c	AD	然	12
640	Nb	c	AD	c	ADV	ADV	c	c	c	c	AD	后	12
641	D	d	AD	d	ADV	ADV	d	d	d	d	AD	又	12
642	VA	v	VV	v	VERB	VERB	v	v	v	v	VV	翻	12
643	VA	v	VV	v	VERB	VERB	v	v	v	v	VV	转	12
644	P	v	VV	v	VERB	VERB	v	v	v	v	VV	到	12
645	Nes	r	DT	rz	DET	DET	r	i	n	r	DT	另	12
646	Neu	n	CD	n	NUM	NOUN	m	i	n	m	CD	一	12
647	Ncd	n	NN	n	NOUN	NOUN	m	i	n	q	NN	面	12
648	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	12
649	Na	c	AD	c	VERB	ADV	c	v	d	c	AD	接	12
650	Na	c	AD	c	PART	ADV	c	v	d	c	AD	着	12
651	D	d	AD	d	ADV	ADV	d	d	d	d	AD	又	12
652	FW	v	P	p	VERB	VERB	v	p	p	p	P	对	12
653	FW	u	P	uzhe	PART	PART	v	p	p	s	P	着	12
654	Na	n	NN	n	NOUN	VERB	n	n	n	s	NN	亮	12
655	Na	n	NN	n	NOUN	VERB	n	n	n	d	NN	光	12
656	VC	v	VV	v	VERB	NOUN	v	v	v	v	VV	看	12
657	VC	v	VV	vf	VERB	NOUN	v	v	v	v	VV	起	12
658	FW	v	VV	vf	VERB	NOUN	v	v	v	v	VV	来	12
659	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	12
660	PARENTHESISCATEGORY	w	PU	wyz	PUNCT	PUNCT	wp	w	w	w	PU	“	13
661	Na	d	AD	d	NOUN	ADV	d	n	d	nx	AD	真	13
662	Na	d	AD	v	NOUN	ADV	v	n	d	nx	AD	够	13
663	VK	v	VA	a	ADJ	VERB	v	a	a	v	VA	奇	13
664	VK	v	VA	a	ADJ	VERB	v	a	a	v	VA	怪	13
665	T	u	SP	ude1	PART	PART	u	u	u	u	SP	的	13
666	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	Yg	PU	，	13
667	P	w	PU	wyy	PUNCT	PUNCT	wp	w	w	Yg	PU	”	13
668	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	他	13
669	D	d	AD	d	ADV	ADV	d	d	d	d	AD	似	13
670	D	d	AD	d	ADV	ADV	d	d	d	d	AD	乎	13
671	VH	i	VV	vl	ADP	VERB	i	i	v	v	VA	若	13
672	VH	i	VV	vl	VERB	VERB	i	i	v	v	VA	有	13
673	VH	i	VV	vl	ADV	VERB	i	i	v	v	VA	所	13
674	VH	i	VV	vl	NOUN	VERB	i	i	v	v	VA	思	13
675	DE	u	DEV	ude2	NOUN	PART	u	u	v	u	DEV	地	13
676	VA	v	VV	v	VERB	VERB	v	v	v	v	VV	说	13
677	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	13
678	P	w	PU	wyz	PUNCT	PUNCT	wp	w	w	w	PU	“	13
679	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	它	13
680	FW	r	PN	rr	PRON	PRON	r	r	r	r	PN	们	13
681	D	r	AD	ryv	ADV	ADV	r	r	r	r	AD	怎	13
682	VC	r	AD	ryv	ADV	ADV	r	r	r	r	AD	么	13
683	FW	v	VV	v	VERB	VERB	v	v	v	v	VV	变	13
684	VG	v	VV	v	VERB	VERB	v	v	v	v	VV	成	13
685	Na	n	JJ	n	NOUN	NOUN	n	n	n	z	JJ	褐	13
686	Na	n	JJ	n	NOUN	NOUN	n	n	n	z	JJ	色	13
687	T	u	DEG	ude1	PART	PART	u	u	u	u	DEG	的	13
688	QUESTIONCATEGORY	w	PU	ww	PUNCT	PUNCT	wp	w	w	w	PU	？	13
689	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	我	14
690	VK	v	VV	v	VERB	VERB	v	v	v	v	VV	留	14
691	VK	v	VV	v	VERB	VERB	v	v	v	v	VV	意	14
692	FW	u	AS	uzhe	PART	PART	u	u	u	u	AS	着	14
693	D	d	AD	d	VERB	ADV	d	d	d	d	AD	不	14
694	VG	v	VV	vi	VERB	VERB	v	v	v	v	VV	叫	14
695	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	她	14
696	FW	v	VV	v	VERB	VERB	v	v	v	v	VV	发	14
697	FW	v	VV	v	VERB	VERB	v	v	v	v	VV	现	14
698	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	14
699	D	d	AD	d	ADJ	ADV	d	a	d	d	VA	默	14
700	D	d	AD	d	ADJ	ADV	d	a	d	d	VA	默	14
701	DE	u	DEV	ude2	PART	PART	u	u	u	u	DEV	地	14
702	P	v	VV	v	VERB	ADP	v	v	v	v	VV	跟	14
703	FW	v	VV	uzhe	PART	ADP	v	v	v	v	VV	着	14
704	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	她	14
705	VA	v	VV	v	VERB	VERB	v	v	v	v	VV	走	14
706	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	14
707	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	我	14
708	D	d	AD	d	ADV	ADV	d	d	d	d	AD	不	14
709	VH	v	VV	v	AUX	VERB	v	vu	v	v	VV	愿	14
710	VH	v	VV	v	AUX	VERB	v	vu	v	v	VV	意	14
711	VA	v	VV	v	VERB	VERB	v	v	v	p	VV	打	14
712	VA	v	VV	v	VERB	VERB	v	v	v	p	VV	扰	14
713	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	她	14
714	P	p	P	p	ADP	ADP	p	p	p	v	P	跟	14
715	Na	n	NR	n	PROPN	PROPN	n	n	n	n	NR	上	14
716	Na	n	NR	n	PROPN	PROPN	n	n	n	n	NR	帝	14
717	PAUSECATEGORY	w	PU	wn	PUNCT	PUNCT	wp	w	w	w	PU	、	14
718	Na	n	NN	n	NOUN	PROPN	n	n	n	n	NN	青	14
719	Na	n	NN	n	NOUN	PROPN	n	n	n	n	NN	草	14
720	PAUSECATEGORY	w	PU	wn	PUNCT	PUNCT	wp	w	w	w	PU	、	14
721	Na	a	NN	a	PROPN	ADJ	a	a	a	a	NN	小	14
722	Na	n	NN	ng	PROPN	PROPN	a	n	n	y	NN	蛙	14
723	Na	n	NN	ng	PROPN	PROPN	a	k	n	y	NN	儿	14
724	ETCCATEGORY	w	PU	ws	PROPN	PUNCT	wp	w	w	w	PU	…	14
725	ETCCATEGORY	w	PU	ws	CCONJ	PUNCT	wp	w	w	w	PU	…	14
726	FW	v	VV	vi	VERB	VERB	v	n	v	vn	VV	谈	14
