,ckiptagger,pkuseg,fastHan,PyNLPIR,stanza,spacy,ltp,jiagu,lac,snownlp,target,char,pymorphy,rus
306,VV,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,“,,
307,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,您,,
308,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
309,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,包,,
310,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,裹,,
311,NN,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,总,,
312,VC,AD,AD,AD,VV,AD,AD,AD,AD,AD,AD,是,,
313,VE,AD,VE,VE,VE,AD,VE,VE,AD,AD,VE,有,,
314,VV,AD,M,M,VV,AD,VV,VV,AD,AD,M,点,,
315,VV,VV,NN,NN,VV,VV,NN,NN,NN,VA,NN,用,,
316,VV,VV,NN,NN,DEG,VV,NN,NN,NN,VA,NN,处,,
317,SP,SP,SP,DEG,SP,SP,SP,SP,SP,DEG,SP,的,,
318,PU,PU,PU,PU,PU,PU,PU,PU,PU,NR,PU,，,,
319,NR,PU,PU,PU,PU,PU,PU,PU,PU,NR,PU,”,,
320,NR,P,P,P,P,P,P,P,P,P,P,当,,
321,PN,PN,PN,PN,PN,PN,PN,NN,PN,PN,PN,大,,
322,PN,PN,PN,PN,PN,PN,PN,NN,PN,PN,PN,家,,
323,VV,VV,VV,AD,VA,VV,VV,VV,VV,NR,VV,畅,,
324,VV,VV,VV,VV,VA,VV,VV,VV,VV,NR,VV,笑,,
325,CD,CD,AD,CD,CD,CD,VV,mq,CD,CD,AD,一,,
326,VV,CD,AD,M,NN,NN,VV,mq,CD,VV,AD,通,,
327,VV,LC,LC,LC,LC,NN,LC,LC,LC,LC,LC,后,,
328,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,（,,
329,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,值,,
330,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,得,,
331,VV,VV,NN,VV,VV,NN,VV,VV,VV,VV,NN,注,,
332,VV,VV,NN,VV,VV,NN,VV,VV,VV,VV,NN,意,,
333,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
334,VC,VV,VC,VC,VC,VC,VC,VC,VC,VC,VC,是,,
335,NN,NN,NN,NN,VV,NN,NN,NN,NN,NN,NN,包,,
336,NN,NN,NN,NN,VV,NN,NN,NN,NN,NN,NN,裹,,
337,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
338,CD,NN,NN,NN,DT,NN,NN,NN,NN,NN,NN,所,,
339,CD,NN,NN,NN,DT,NN,NN,NN,NN,NN,NN,有,,
340,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,者,,
341,PN,PN,PN,PN,PN,PN,PN,NN,PN,PN,PN,本,,
342,PN,PN,PN,PN,PN,PN,PN,NN,PN,PN,PN,人,,
343,VA,AD,AD,AD,CD,AD,AD,AD,AD,AD,AD,一,,
344,VA,AD,AD,AD,VV,AD,AD,AD,AD,AD,AD,边,,
345,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,望,,
346,VV,AS,AS,AS,AS,AS,AS,AS,AS,DEG,AS,着,,
347,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,他,,
348,VV,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,们,,
349,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
350,AD,AD,AD,AD,CD,AD,AD,AD,AD,AD,AD,一,,
351,AD,AD,AD,AD,NN,AD,AD,AD,AD,AD,AD,边,,
352,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,终,,
353,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,于,,
354,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,也,,
355,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,笑,,
356,AS,AS,AS,AS,AS,AS,AS,AS,AS,DEG,AS,了,,
357,AS,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,起,,
358,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,来,,
359,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
360,VV,PN,PN,DT,PN,PN,PN,PN,PN,PN,PN,这,,
361,AD,AD,AD,AD,VV,AD,AD,AD,AD,AD,AD,更,,
362,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,使,,
363,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,他,,
364,VV,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,们,,
365,VA,NN,VA,VA,VA,VA,VA,VA,VA,VA,VA,快,,
366,VA,NN,VA,VA,VA,VA,VA,VA,VA,VA,VA,活,,
367,PU,PU,PU,PU,PU,PU,PU,PU,PU,DEG,PU,）,,
368,PU,PU,PU,PU,PU,PU,PU,PU,PU,DEG,PU,，,,
369,NR,JJ,JJ,JJ,DEG,JJ,JJ,JJ,JJ,VA,JJ,小,,
370,NR,NN,NN,NN,NN,NN,VA,NN,NN,NN,NN,公,,
371,NR,NN,NN,NN,NN,NN,VA,NN,NN,NN,NN,务,,
372,NR,NN,NN,NN,DEG,NN,VA,NN,NN,NN,NN,员,,
373,NR,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,继,,
374,NR,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,续,,
375,NR,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,说,,
376,PU,PU,PU,PU,PU,PU,PU,PU,PU,LC,PU,，,,
377,VV,PU,PU,PU,PU,PU,PU,PU,PU,LC,PU,“,,
378,VV,CS,CS,CS,P,SCONJ,CS,CS,CS,CS,CS,虽,,
379,AD,CS,CS,CS,P,SCONJ,CS,CS,CS,CS,CS,然,,
380,AD,LC,VV,LC,NN,VV,LC,LC,LC,LC,VV,前,,
381,P,P,VV,P,AD,AS,LC,P,P,P,VV,以,,
382,VV,VV,VV,VV,VV,VV,LC,VV,VV,VV,VV,打,,
383,VV,VV,VV,VV,VV,VV,LC,VV,VV,SP,VV,赌,,
384,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,；,,
385,VV,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,这,,
386,VV,DT,DT,DT,NN,DT,DT,DT,DT,DT,DT,个,,
387,VV,NN,NN,NN,VV,NN,NN,NN,NN,NN,NN,包,,
388,VV,NN,NN,NN,VV,NN,NN,NN,NN,NN,NN,裹,,
389,NN,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,里,,
390,NN,AD,AD,AD,VE,VE,AD,VE,VE,AD,VE,没,,
391,VE,AD,AD,AD,VE,VE,AD,VE,VE,AD,VE,有,,
392,NN,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,包,,
393,NN,AS,AS,AS,VV,AS,VV,AS,AS,DEG,AS,着,,
394,VV,NR,NR,NR,NR,VV,VV,NR,NR,NR,NR,拿,,
395,VV,NR,NR,NR,NR,VV,VV,NR,NR,NR,NR,破,,
396,NN,NR,NR,NR,NR,NN,VV,NR,NR,NR,NR,仑,,
397,NN,NN,NN,NN,NN,NN,VV,NN,NN,NN,NN,金,,
398,NN,NN,NN,NN,NN,NN,VV,NN,NN,NN,NN,币,,
399,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,和,,
400,VV,VV,VV,VV,VV,NN,VV,VV,VV,P,VV,用,,
401,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,；,,
402,NR,VA,JJ,AD,VA,NN,NN,AD,VA,NR,NR,特,,
403,NR,VA,JJ,VA,VA,NN,NN,VA,VA,NR,NR,烈,,
404,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,金,,
405,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,币,,
406,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,、,,
407,AD,AD,AD,AD,CC,AD,AD,AD,AD,AD,AD,甚,,
408,AD,AD,AD,AD,CC,AD,AD,AD,AD,AD,AD,至,,
409,NN,NR,NR,NR,NR,NN,NR,NR,NR,ns,NR,荷,,
410,NN,NR,NR,NR,NR,NN,NR,NR,NR,ns,NR,兰,,
411,NN,NR,NR,NN,DEG,NN,NR,NN,NR,NN,NR,市,,
412,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
413,CD,CD,CD,CD,CD,CD,CD,CD,NN,CD,CD,一,,
414,CD,M,NN,CD,NN,NN,CD,CD,NN,M,NN,包,,
415,CD,M,NN,CD,VV,NN,CD,CD,NN,VV,NN,包,,
416,NN,NN,NN,NN,VV,NN,CD,NN,NN,NN,NN,外,,
417,NN,NN,NN,NN,DEG,NN,CD,NN,NN,NN,NN,国,,
418,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
419,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,金,,
420,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,币,,
421,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
422,CS,CS,CS,AD,P,SCONJ,CS,VV,CS,AD,CS,只,,
423,CS,CS,CS,VV,P,SCONJ,CS,VV,CS,VV,CS,要,,
424,NN,P,P,P,P,P,P,P,P,P,P,根,,
425,VA,P,P,P,P,P,P,P,P,P,P,据,,
426,VV,NR,VV,VV,NR,VV,VV,VV,VV,NR,VV,蒙,,
427,P,P,P,P,VV,P,VV,P,VV,P,P,在,,
428,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,您,,
429,DT,AD,DT,DT,DT,DT,DT,DT,DT,DT,DT,那,,
430,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,外,,
431,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,国,,
432,NN,NN,NN,NN,VV,NN,NN,NN,NN,NN,NN,鞋,,
433,LC,VV,LC,LC,VV,LC,NN,NN,LC,LC,LC,上,,
434,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
435,NN,NN,NN,VV,NN,NN,VV,VV,NN,NN,NN,攀,,
436,NN,NN,NN,VV,NN,NN,VV,VV,NN,NN,NN,罩,,
437,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,也,,
438,AD,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,可,,
439,AD,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,以,,
440,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,断,,
441,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,定,,
442,VV,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,这,,
443,CD,CD,CD,CD,CD,AD,CD,mq,PN,CD,CD,一,,
444,NN,CD,M,M,M,AD,CD,mq,PN,M,M,点,,
445,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
446,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,但,,
447,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,是,,
448,PU,PU,PU,PU,AD,PU,PU,PU,PU,PU,PU,…,,
449,PU,PU,PU,PU,VV,PU,PU,PU,PU,PU,PU,…,,
450,CS,CS,CS,CS,VV,SCONJ,CS,CS,CS,CS,CS,假,,
451,CS,CS,CS,CS,VV,SCONJ,CS,CS,CS,CS,CS,如,,
452,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,您,,
453,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
454,NN,NN,NN,NN,VV,NN,NN,NN,NN,NN,NN,包,,
455,NN,NN,NN,NN,VV,NN,NN,NN,NN,NN,NN,裹,,
456,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,之,,
457,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,外,,
458,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,再,,
459,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,添,,
460,VV,VV,VV,LC,VV,AS,VV,VV,VV,LC,VV,上,,
461,P,P,P,VV,NR,P,P,VV,VV,VV,P,像,,
462,VV,NR,NR,NR,NR,NR,NR,NN,NR,NR,NR,叶,,
463,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,潘,,
464,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,钦,,
465,NR,NN,NN,NN,NN,NN,NR,NN,NN,NN,NN,将,,
466,NR,NN,NN,NN,NN,NN,NR,NN,NN,NN,NN,军,,
467,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,夫,,
468,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,人,,
469,VV,PN,JJ,DT,AD,AD,PN,PN,PN,PN,JJ,这,,
470,VV,PN,JJ,DT,AD,AD,PN,PN,PN,PN,JJ,么,,
471,CD,CD,CD,CD,CD,CD,CD,CD,CD,CD,CD,一,,
472,M,M,M,M,M,M,M,M,CD,M,M,位,,
473,AD,VV,JJ,VV,AD,JJ,VV,JJ,VV,VV,JJ,所,,
474,VV,VV,JJ,VV,VV,JJ,VV,JJ,VV,VV,JJ,谓,,
475,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,h,DEG,的,,
476,NN,JJ,JJ,JJ,JJ,JJ,JJ,JJ,JJ,h,JJ,女,,
477,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,亲,,
478,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,戚,,
479,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
480,DT,AD,AD,AD,AD,AD,AD,PN,AD,AD,AD,那,,
481,NN,AD,AD,AD,AD,AD,AD,PN,AD,AD,AD,么,,
482,NN,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,这,,
483,NN,DT,DT,DT,NN,DT,DT,DT,DT,DT,DT,个,,
484,NN,NN,NN,NN,VV,NN,NN,NN,NN,NN,NN,包,,
485,NN,NN,NN,NN,VV,NN,NN,NN,NN,NN,NN,裹,,
486,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,也,,
487,AD,AD,AD,AD,AD,AD,AD,AD,VV,AD,AD,就,,
488,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,会,,
489,VE,VE,VE,VE,VE,VE,VE,VE,VE,VV,VE,有,,
490,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,另,,
491,CD,CD,CD,CD,CD,CD,CD,CD,PN,CD,CD,一,,
492,NN,M,M,M,M,M,M,CD,PN,M,M,种,,
493,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,意,,
494,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,义,,
495,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,了,,
496,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
497,VA,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,当,,
498,VA,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,然,,
499,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
500,AD,AD,AD,AD,VV,AD,AD,AD,AD,AD,AD,只,,
501,AD,AD,AD,AD,VV,AD,AD,AD,AD,AD,AD,有,,
502,P,P,P,P,P,P,P,P,P,P,P,在,,
503,VV,NR,NR,NR,NR,NR,NR,NN,NR,NR,NR,叶,,
504,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,潘,,
505,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,钦,,
506,NR,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,将,,
507,NR,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,军,,
508,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,夫,,
509,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,人,,
510,AD,NR,NR,NR,NR,NR,NN,AD,NR,AD,NR,真,,
511,LC,NR,NR,NR,NR,NR,NN,LC,NR,AD,NR,南,,
512,VC,VV,VC,VC,VC,VC,VC,VC,VC,VC,VC,是,,
513,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,您,,
514,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,亲,,
515,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,戚,,
516,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
517,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,情,,
518,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,况,,
519,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,下,,
520,AD,AD,AD,AD,AD,AD,AD,VC,VV,AD,AD,才,,
521,VC,VV,VC,VC,VC,VC,AD,VC,VC,VC,VC,是,,
522,NN,PN,VA,DT,PN,VA,PN,PN,PN,PN,VA,这,,
523,NN,PN,VA,DT,PN,VA,PN,PN,PN,PN,VA,样,,
524,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
525,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,您,,
526,AD,AD,AD,AD,AD,AD,AD,VV,VV,AD,AD,不,,
527,VV,VV,VV,VV,VV,VV,AD,VV,VV,VV,VV,会,,
528,P,AD,P,AD,P,P,P,AD,P,P,P,因,,
529,VV,AD,P,AD,P,P,P,AD,P,P,P,为,,
530,VA,VV,VV,VV,VA,VV,VA,VV,VA,AD,AD,漫,,
531,VA,VV,VV,VV,VA,VV,VA,VV,VA,AD,AD,不,,
532,VA,VV,VV,VV,NN,VV,VA,VV,VA,AD,AD,经,,
533,VA,VV,VV,VV,NN,VV,VA,VV,VA,AD,AD,心,,
534,AD,MSP,MSP,CC,AD,MSP,VA,AD,AD,AD,MSP,而,,
535,VV,VV,VV,VV,VV,VV,VA,VV,VV,VV,VV,搞,,
536,VV,VV,VV,VV,VV,VV,VA,VV,VV,VV,VV,错,,
537,SP,SP,SP,SP,SP,SP,VA,SP,SP,SP,SP,吧,,
538,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,…,,
539,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,…,,
540,VV,PN,PN,DT,PN,VV,PN,PN,PN,PN,PN,这,,
541,VC,PN,VC,VC,VC,VC,VC,VC,VC,VC,VC,是,,
542,NN,NN,NN,NN,NN,NN,VV,NN,NN,NN,NN,人,,
543,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,非,,
544,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,常,,
545,VA,VA,AD,AD,AD,AD,VA,VA,AD,AD,AD,容,,
546,VA,VA,AD,AD,AD,AD,VA,VA,AD,AD,AD,易,,
547,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,犯,,
548,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
549,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,毛,,
550,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,病,,
551,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
552,VV,AD,AD,AD,P,AD,AD,AD,AD,AD,AD,哪,,
553,VV,AD,AD,AD,P,AD,AD,AD,AD,AD,AD,怕,,
554,VC,VV,VC,VC,VC,VC,AD,AD,VC,VC,VC,是,,
555,PU,PU,PU,PU,P,PU,PU,PU,PU,PU,PU,…,,
556,PU,PU,PU,PU,P,PU,PU,PU,PU,PU,PU,…,,
557,P,AD,P,AD,P,P,AD,AD,AD,AD,P,由,,
558,NR,AD,P,AD,P,P,AD,AD,AD,AD,P,于,,
559,NR,AD,AD,AD,VA,AD,VA,VA,AD,AD,AD,过,,
560,VV,AD,AD,AD,VA,AD,VA,VA,AD,AD,AD,分,,
561,VA,VA,VA,VV,VA,VA,VA,VA,VA,VA,VA,丰,,
562,VA,VA,VA,VV,VA,VA,VA,VA,VA,VA,VA,富,,
563,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
564,NN,NN,NN,NN,NN,NN,VV,VV,NN,NN,NN,想,,
565,NN,NN,NN,NN,NN,NN,VV,VV,NN,NN,NN,象,,
566,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
567,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,”,,
568,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,亚,NOUN,александра
569,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,历,NOUN,александра
570,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,山,NOUN,александра
571,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,德,NOUN,александра
572,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,拉,NOUN,александра
573,CC,P,CC,CC,CC,CC,CC,CC,CC,CC,CC,和,CONJ,и
574,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,阿,NOUN,аглая
575,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,格,NOUN,аглая
576,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,拉,NOUN,аглая
577,NR,NR,NR,NN,NR,NR,NR,VV,NR,NR,NR,娅,NOUN,аглая
578,AD,AD,AD,AD,NN,AD,NN,AD,AD,NN,AD,一,ADVB,вместе
579,AD,AD,AD,AD,NN,AD,NN,AD,AD,NN,AD,起,ADVB,вместе
580,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,坐,NOUN,сели
581,P,P,P,P,VV,P,P,P,P,P,P,在,PREP,на
582,CD,CD,CD,CD,CD,CD,CD,CD,CD,CD,CD,一,,
583,VV,M,M,M,M,M,M,M,CD,M,M,张,,
584,VA,JJ,JJ,JJ,DEG,JJ,JJ,JJ,JJ,VA,JJ,小,ADJF,маленьком
585,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,沙,NOUN,диване
586,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,发,NOUN,диване
587,LC,VV,LC,LC,NN,LC,LC,LC,LC,LC,LC,上,PREP,на
588,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PUNCT,","
589,NN,NN,CD,NN,CD,AD,NN,NN,NN,NN,CD,双,NOUN,руки
590,NN,NN,NN,NN,NN,AD,NN,NN,NN,NN,NN,手,NOUN,руки
591,VV,VV,VV,AD,VV,VV,VV,VV,VV,VV,VV,交,GRND,сложа
592,VV,VV,VV,AD,VV,VV,VV,VV,VV,VV,VV,叉,GRND,сложа
593,P,P,P,P,VV,P,P,P,P,P,P,在,,
594,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,胸,,
595,LC,NN,LC,NN,NN,NN,NN,NN,NN,NN,LC,前,,
596,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PUNCT,","
597,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,准,VERB,приготовились
598,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,备,VERB,приготовились
599,VA,VA,VA,VA,VA,AD,VA,VA,VA,VA,VA,好,VERB,приготовились
600,VV,VA,VV,VA,VA,AD,VA,VA,VA,VV,VV,听,INFN,слушать
601,VV,VV,NN,VV,VV,VV,VV,VV,NN,VV,NN,聊,NOUN,разговор
602,VV,VV,NN,VV,VV,VV,VV,VV,NN,VV,NN,天,NOUN,разговор
603,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,PUNCT,.
604,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,公,NOUN,князь
605,NN,NN,NN,NN,NN,NN,NN,NN,NN,NR,NN,爵,NOUN,князь
606,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,发,VERB,заметил
607,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,现,VERB,заметил
608,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PUNCT,","
609,PN,PN,PN,PN,PN,PN,PN,NN,PN,PN,PN,大,ADJF,всех
610,PN,PN,PN,PN,PN,PN,PN,NN,PN,PN,PN,家,ADJF,всех
611,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,都,ADJF,всех
612,VV,P,P,P,P,P,P,P,P,P,P,对,PREP,на
613,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,他,NPRO,него
614,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,集,PRTS,устремлено
615,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,中,PRTS,устремлено
616,AS,AS,AS,AS,AS,AS,AS,AS,AS,DEG,AS,了,PRTS,устремлено
617,NN,JJ,JJ,JJ,JJ,JJ,JJ,JJ,JJ,VA,JJ,特,ADJF,особенное
618,NN,JJ,JJ,JJ,JJ,JJ,JJ,JJ,JJ,VA,JJ,别,ADJF,особенное
619,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,ADJF,особенное
620,NN,NN,NN,NN,VV,NN,NN,NN,NN,NN,NN,注,NOUN,внимание
621,NN,NN,NN,NN,VV,NN,NN,NN,NN,NN,NN,意,NOUN,внимание
622,NN,NN,NN,NN,DEG,NN,NN,NN,NN,NN,NN,力,NOUN,внимание
623,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,PUNCT,.
624,VV,NR,NR,NR,NR,NR,NR,VV,NR,ns,NR,费,ADJF,тот
625,VV,NR,NR,NR,NR,NR,NR,PN,NR,ns,NR,尔,ADJF,тот
626,VV,NR,NR,NR,NR,NR,NR,NN,NR,ns,NR,迪,ADJF,тот
627,NN,NR,NN,NR,NN,NR,NR,AD,NR,NR,NR,先,ADJF,тот
628,NN,NR,NN,NR,NN,NR,NR,AD,NR,NR,NR,科,ADJF,тот
629,BA,BA,BA,BA,BA,BA,BA,BA,BA,BA,BA,把,,
630,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,钞,,
631,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,票,,
632,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,打,VERB,развернул
633,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,开,VERB,развернул
634,VV,DEG,VV,VV,AD,VV,VV,VV,VV,VV,VV,来,PUNCT,","
635,VV,DEG,VV,VV,VV,VV,VV,VV,VV,VV,VV,看,VERB,поглядел
636,AS,AS,AS,AS,AS,AS,AS,AS,VV,DEG,AS,了,VERB,поглядел
637,VV,VV,VV,VV,VV,VV,DEG,VV,VV,VV,VV,看,VERB,поглядел
638,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PUNCT,","
639,NR,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,然,ADVB,потом
640,NR,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,后,ADVB,потом
641,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,又,,
642,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,翻,VERB,перевернул
643,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,转,VERB,перевернул
644,P,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,到,PREP,на
645,DT,DT,DT,DT,DT,DT,DT,VV,NN,DT,DT,另,NOUN,сторону
646,CD,NN,CD,NN,CD,NN,CD,VV,NN,CD,CD,一,NOUN,сторону
647,NN,NN,NN,NN,NN,NN,CD,NN,NN,M,NN,面,NOUN,сторону
